game_id,config,seat_0_agent,seat_1_agent,seat_2_agent,seat_3_agent,placement_1,placement_2,placement_3,placement_4
3,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans
0,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History
4,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans
5,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
6,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT
7,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
2,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF
1,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
10,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History
9,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
8,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History
11,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History
12,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans
14,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT
13,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT
15,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History
17,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
16,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans
20,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
18,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
23,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
22,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
19,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
21,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
27,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans
24,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History,PUCT,Neural_MLP_SELF,Neural_MLP_Trans
25,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT
26,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
29,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History
28,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
31,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT
30,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans
34,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans
37,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
32,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
35,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT
36,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans
33,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans
38,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans
39,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans
41,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History
44,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
40,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF
43,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History
45,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans
42,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF
46,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT
47,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History
50,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT
48,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History
51,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History
49,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History
52,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT,PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF
54,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
53,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History
55,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History
60,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans
61,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans
56,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans
58,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans
57,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans
62,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History
59,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT
63,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History
64,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
67,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans
65,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History
69,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History
68,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans
66,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT
70,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans
71,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT
72,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History
73,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
75,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT
74,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans
76,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
77,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
79,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT
78,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History
80,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT
84,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans,Neural_MLP_SELF
82,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans
81,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History
83,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF
85,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans
86,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans
87,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
88,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History
91,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History
89,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
92,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
95,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans
90,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
94,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT
93,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF
96,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
98,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
99,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans
97,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History
101,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT
100,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans
102,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF
103,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
104,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
106,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans
105,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
108,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF
109,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans
107,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF
110,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans
111,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans
114,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
112,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans
113,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History
117,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT
116,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF
118,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT
115,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans
119,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
121,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans
120,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,Neural_MLP_Trans,History,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans
122,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
123,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans
125,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
124,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT
126,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,Neural_MLP_SELF,History,PUCT
128,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
129,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,Neural_MLP_SELF,History,PUCT,Neural_MLP_Trans
127,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History
130,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
131,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,History,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans
133,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT
132,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
134,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
135,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History,PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF
137,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT
136,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History
138,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT
140,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History
139,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_SELF,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF,Neural_MLP_Trans,History,PUCT
141,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,History
142,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans,PUCT,History,Neural_MLP_SELF
144,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,Neural_MLP_Trans,History,Neural_MLP_SELF,PUCT,PUCT,Neural_MLP_SELF,History,Neural_MLP_Trans
143,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_Trans,Neural_MLP_SELF,PUCT,PUCT,Neural_MLP_Trans,Neural_MLP_SELF,History
145,History_Neural_MLP_SELF_Neural_MLP_Trans_PUCT,History,Neural_MLP_SELF,PUCT,Neural_MLP_Trans,History,PUCT,Neural_MLP_SELF,Neural_MLP_Trans
